,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,=+num,=-num,num%,=+num%,=-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags
752,$ZNGA,,0,"[3pm,24pm)",0,0,,0.366,stocktwits,['shorts are getting nervous'],&quot;@IfHeDiesHeDies: &quot;@Bullhorn334: $ZNGA shorts are getting nervous&quot;&quot;,0,$ZNGA shorts are getting nervous,$ZNGA short are get nervou,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.2,0,0.2,0,0,-0.10435264,0.008788319,-0.075081309,0.2,0.6,0.375,0.125,0,0.75,0,5.367597285,7.454458963,7.589613999,7.589613999,0,0
753,$CTRP,,0,"[3pm,24pm)",0,0,,0.447,stocktwits,"[""today's top gainers""]",today&#39;s top gainers http://stks.co/t1jZz #stocks $PRTA $CTRP $NXTD,0,today's top gainers _url #stocks $PRTA $CTRP $NXTD,today' top gainer _url #stock $PRTA $CTRP $NXTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4,0.4,0,0.125,0,0.125,0,0,0,0.025396166,0.025396166,0,0.125,0,0,0,0,0,0,4.204535302,7.184148891,7.184148891,7.184148891,0,1
754,$ORCL,,0,"[9am,3pm)",0,0,,0.258,stocktwits,"['mentioned as potential suitee, suitor']","@TrendRida $TIBX $ORCL mentioned as potential suitee, suitor http://stks.co/ctN",0,$TIBX $ORCL mentioned as potential suite suitor _url,$TIBX $ORCL mention a potenti suit suitor _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.083316033,0.024565774,-0.065670196,0.25,0.25,-0.25,0,-0.25,0,0.25,5.675735441,7.589613999,7.589613999,7.589613999,0,0
755,$AMRN,0,1,"[3pm,24pm)",0,0,,-0.317,stocktwits,['Do you really think in 4 weeks they capture 10%? Impossible.'],@megatronx $amrn Lovaza does 90k scripts a week. Do you really think in 4 weeks they capture 10%? Impossible.,0.166666667,$amrn Lovaza does 90k scripts a week Do you really think in 4 weeks they capture 10%? Impossible .,$amrn lovaza doe 90k script a week Do you realli think in 4 week they captur 10%? imposs .,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.052631579,0,0,-0.832675939,0.090997163,-0.157705349,0.105263158,0.684210526,-0.25,0.625,-0.75,0.111111111,0.222222222,5.663258551,7.531851734,7.589613999,7.589613999,0,0
756,$CPRX,,0,"[9am,3pm)",0,0,,0.228,stocktwits,['Friday was last chance under $2'],$CPRX Friday was last chance under $2....,0,$CPRX Friday was last chance under 2 ....,$CPRX friday wa last chanc under 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.142857143,0,0,0,0,0,-0.226143519,0.038959242,-0.095425922,0.142857143,0.714285714,0.375,0.5,-0.25,0.5,0.25,5.633576132,7.589613999,7.589613999,7.589613999,0,0
757,$AMRN,,0,"[3pm,24pm)",0,0,,-0.507,stocktwits,['excellent / factual bear argument'],$amrn well I stand corrected cause that is an excellent / factual bear argument. Ha,0.166666667,$amrn well I stand corrected because that is an excellent / factual bear argument Ha,$amrn well I stand correct becaus that is an excel / factual bear argument Ha,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.6,0,0.133333333,0,0.133333333,0,0,0,-0.734689641,0.284616982,-0.173344405,0.2,0.666666667,2.25,1,0,0.555555556,0,6.099900716,7.353005846,7.589613999,7.589613999,0,0
758,$GDX,,0,"[3pm,24pm)",0,0,,-0.501,stocktwits,['Bears Take a Clear Near Term Advantage'],Crude Oil Bears Take a Clear Near Term Advantage &gt; http://stks.co/1bfD $USO $GLD $GDX $SPY,0,Crude Oil Bears Take a Clear Near Term Advantage > _url $USO $GLD $GDX $SPY,crude oil bear take a clear near term advantag > _url $USO $GLD $GDX $SPY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6,0.4,0,0.133333333,0,0.133333333,0.066666667,0,0,-0.335686112,0.104283441,-0.113279358,0.2,0.533333333,1,0.625,-0.125,0.285714286,0.142857143,5.502528314,6.84578368,6.896466818,6.896466818,0,0
759,$IWM,,0,"[3pm,24pm)",0,0,,-0.262,stocktwits,['relative weakness is pretty apparent'],$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,0,$IWM relative weakness is pretty apparent but the short boat is getting full on this one I prefer the boat closer to empty .,$IWM rel weak is pretti appar but the short boat is get full on thi one I prefer the boat closer to empti .,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0.2,-0.4,0.041666667,0.083333333,0.083333333,0.041666667,0,0,-0.896892949,0.059303854,-0.375268148,0.208333333,0.75,2,0.875,-0.375,0.428571429,0.142857143,6.059997951,7.371300085,7.589613999,7.589613999,0,0
760,$ARNA,,0,"[3pm,24pm)",0,0,,-0.02,stocktwits,"[""Don't think buyout rumor strong enough too be driving this up just yet""]",RT @jan $ARNA Don&#39;t think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,0.166666667,$ARNA do not think buyout rumor strong enough too be driving this up just yet hen it is this may fly like apl / fly how high ?,$ARNA do not think buyout rumor strong enough too be drive thi up just yet hen it is thi may fli like apl / fli how high ?,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0.4,0,0.071428571,0,0.107142857,0.035714286,0,0,-1.620787489,0.037852052,-0.167531659,0.178571429,0.75,0.25,0.5,-0.625,0.3125,0.1875,5.73697985,7.327595697,7.571985081,7.589613999,0,0
761,$YHOO,,0,"[9am,3pm)",0,0,,0.16,stocktwits,['$YHOO +2.61%'],"$CAT +5.10%, $RIO +4.54%, $FCX +3.53%, $FXI +2.93%, $BHP +3.04%, $YHOO +2.61%, $X +2.27%, $SLW +1.68%, $HAL +1.49%, $MCP +1.56% $NFLX +1.42%",0,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,-0.237492215,0,-0.162826102,0,0.086956522,0,,,0,0,,,,,0,0
762,$TPLM,,0,"[3pm,24pm)",0,0,,0.376,stocktwits,['$TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber'],"#AMEX Movers +NHs $FRS #Restaurants 24.75+9% NH w #BigBoy div, $TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber http://stks.co/ejOe",0,#AMEX Movers +NHs $FRS #Restaurants 24.75+9% NH with #BigBoy div $TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber _url,#amex mover +nh $FRS #restaur 24.75+9% NH with #bigboy div $TPLM triangl #petroleum 9.80+3% 2M expand calib _url,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.117154522,0.120476092,-0.18040274,0.333333333,0.055555556,0.625,0.625,0,0.2,0,6.208998714,7.589613999,7.589613999,7.589613999,3,4
763,$WPRT,1,0.033333333,"[3pm,24pm)",0,0,,0.316,stocktwits,['Downbeaten stocks may be ripe for buys'],Downbeaten stocks may be ripe for buys:  $SAN $VALE $AA $KMP $WPRT $CREE,0,Downbeaten stocks may be ripe for buys: $SAN $VALE $AA $KMP $WPRT $CREE,downbeaten stock may be ripe for buys: $SAN $VALE $AA $KMP $WPRT $CREE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-0.176527576,0.024565774,-0.092519549,0.076923077,0.307692308,0.375,0.25,0,0.666666667,0,4.94872011,6.497024885,6.673323267,6.673323267,0,0
764,$ISRG,,0,"[0am,9am)",0,1,Bearish,-0.678,stocktwits,['ISRG Short'],$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,0,$ISRG - ISRG Short - _url _url,$ISRG - isrg short - _url _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.034530482,0,-0.019998616,0,0.428571429,0,0,0,0,0,5.215557069,6.481868719,7.589613999,7.589613999,1,0
765,$POZN,,0,"[3pm,24pm)",0,0,,0.146,stocktwits,['$POZN +30'],Trades GTIM +400 $POZN +30 REDF +0 $CALX +40 $INCY +100 $YOKU 0 $UIS +110 total +680,0,Trades GTIM +400 $POZN +30 REDF +0 $CALX +40 $INCY +100 $YOKU 0 $UIS +110 total +680,trade gtim +400 $POZN +30 redf +0 $CALX +40 $INCY +100 $YOKU 0 $UIS +110 total +680,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.326690194,0,-0.188429866,0,0.176470588,0,0,0,0,0,6.512754555,7.184148891,7.184148891,7.184148891,2,0
766,$AAPL,,0,"[3pm,24pm)",0,0,,-0.489,stocktwits,"['-2.10% vs -0.90% Est', 'Prior Revised from 25.40% to 17.60%']",$AAPL $SPY USA New Home Sales (MoM) for Nov -2.10% vs -0.90% Est; Prior Revised from 25.40% to 17.60%,0,$AAPL $SPY USA New Home Sales (MoM) for Nov -2.10% vs -0.90% Est Prior Revised from 25.40% to 60 %,$AAPL $SPY usa new home sale (mom) for nov -2.10% v -0.90% est prior revis from 25.40% to 60 %,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.464189329,0.053075912,-0.162826102,0.2,0.6,0,0,0,0,0,5.935342053,7.55582524,7.589613999,7.589613999,1,0
767,$NTLS,,0,"[3pm,24pm)",0,0,,0.457,stocktwits,['Bullish MA Crossovers'],End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,0,End Of Day Scan: Bullish MA Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT _url,end Of day scan: bullish MA crossov $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.0625,0,0,0,0.027818144,0.073420525,-0.022074597,0.0625,0.1875,0.875,0.875,0,0.25,0,4.493801923,5.840915334,5.971025292,6.126886606,1,0
768,$GLNG,,0,"[0am,9am)",0,0,Bullish,0.28,stocktwits,['looks constructive'],$GLNG http://stks.co/1b8U Still looks constructive,0,$GLNG _url Still looks constructive,$GLNG _url still look construct,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0.011694692,0.120476092,-0.098055498,0.2,0.4,0.375,0.5,-0.125,0.333333333,0.333333333,4.686116056,7.454458963,7.589613999,7.589613999,0,0
769,$TSCO,,0,"[0am,9am)",0,0,,-0.419,stocktwits,"['Failed breakouts & failed setups', 'Limping on crutches into next week']","Failed breakouts &amp; failed setups.  Limping on crutches into next week with $AAPL, $RGR, $INVN, $MNST, $TSCO, $SBH, $MELI, $HLF.",0,Failed breakouts & failed setups Limping on crutches into next week with $AAPL $RGR $INVN $MNST $TSCO $SBH $MELI HLF .,fail breakout & fail setup limp on crutch into next week with $AAPL $RGR $INVN $MNST $TSCO $SBH $MELI hlf .,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,-0.8,0,-0.4,0,0.095238095,0,0.095238095,0,0,-0.425230088,0.024565774,-0.127396028,0.142857143,0.476190476,-0.5,0,-0.375,0,0.285714286,6.020457065,6.802460112,6.896466818,6.896466818,1,0
770,$SPY,,0,"[3pm,24pm)",0,0,,-0.469,stocktwits,"['shorting here into close might be play', 'high beta reversing']","RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",0,think shorting here into close might be play $SPY - high beta reversing loks worth a shot,think short here into close might be play $SPY - high beta revers lok worth a shot,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.058823529,0,0.058823529,0,0,0,-0.902082901,0.032454501,-0.127396028,0.058823529,0.882352941,-0.625,0.125,-0.625,0.1,0.2,5.766931924,7.473915738,7.589613999,7.589613999,0,0
771,$SPY,,0,"[9am,3pm)",0,0,Bearish,0.273,stocktwits,['good for economy'],$SPY hows oil  &lt; $60 sound...good for economy,0,$SPY how is oil < $60 sound od for economy,$SPY how is oil < $60 sound od for economi,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.744169954,0.038405647,-0.228980693,0.2,0.8,0,0.125,-0.125,0.2,0.2,5.578430135,7.589613999,7.589613999,7.589613999,0,0
772,$OSTK,,0,"[3pm,24pm)",0,0,,0.2,stocktwits,"[""today's bull flag""]",today&#39;s bull flags http://stks.co/aVs5 #stocks $$  $OSTK $IVC $CS,0,today's bull flags _url #stocks $$$OSTK $IVC $CS,today' bull flag _url #stock $$$OSTK $IVC $CS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.084146426,0,-0.056674279,0,0.25,0,0,0,0,0,4.46918704,6.896466818,6.896466818,6.896466818,0,1
773,$KKD,,0,"[0am,9am)",0,0,Bullish,0.485,stocktwits,['Inside week buy triggers'],$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,0,$DNKN $KKD $DPZ $LOCO Inside week buy triggers _url _url,$DNKN $KKD $DPZ $LOCO insid week buy trigger _url _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-0.231333472,0,-0.201439347,0,0.3,0.5,0.5,0,0.25,0,5.45917379,7.006059853,7.589613999,7.589613999,0,0
774,$MSFT,,0,"[9am,3pm)",0,0,,0.454,stocktwits,['revenue grew double-digit'],$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,0,$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% _url,$MSFT sql server revenu grew double-digit with sql server premium revenu grow over 30% _url,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.066666667,0,0,0,0,0,-0.543906996,0.024565774,-0.121029687,0.266666667,0.533333333,0,0,0,0,0,7.906561407,8.188293073,7.589613999,7.589613999,2,0
775,$CAT,,0,"[9am,3pm)",0,0,,-0.337,stocktwits,"['hangin on my a thread', 'click away from a cliff drop']",$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),0,$CAT is hanging on my a thread click away from a cliff drop Needs follow through (or snap-back on the VIX ),$CAT is hang on my a thread click away from a cliff drop need follow through (or snap-back on the vix ),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,-0.2,0,0.045454545,0,0,0,0,-0.815583697,0.111895371,-0.167670057,0.090909091,0.727272727,0.25,0.125,0,0.285714286,0,5.872938167,7.387161579,7.589613999,7.589613999,1,0
776,$AEGN,,0,"[3pm,24pm)",0,0,Bullish,0.569,stocktwits,"['MACD and ADX are crossing over the signal lines!', 'Long Setup']",$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,0,$AEGN MACD and ADX are crossing over the signal lines! Long Setup _url,$AEGN macd and adx are cross over the signal lines! long setup _url,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.320946647,0.015569857,-0.098470694,0.153846154,0.461538462,0.25,0.125,0,0.5,0,5.116738419,7.406440997,7.549067488,7.589613999,2,0
777,$TGA,,0,"[9am,3pm)",0,0,Bullish,0.38,stocktwits,"[""Buy the dip'""]","Never told this before, but the situation is &quot;Buy the dip&quot;: $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.333333333,Never told this before but the situation is Buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,never told thi befor but the situat is buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-0.728946094,0.007681129,-0.201439347,0.047619048,0.428571429,0,0.5,-0.625,0.4,0.2,4.779819973,6.147917658,6.203319638,6.203319638,0,0
778,$INOD,,0,"[3pm,24pm)",0,0,,0.509,stocktwits,"['Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2']","RT @flare9x $INOD http://stks.co/1p9X Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2 $ANLY",0,$INOD _url Long over 3.95/great find - hope that would be another $ANLY or $PZZI still holding 2nd 1/2 $ANLY,$INOD _url long over 3.95/great find - hope that would be anoth $ANLY or $PZZI still hold 2nd 1/2 $ANLY,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0.4,0.4,0,0.05,0,0,0,0,0,-0.680229742,0.034253685,-0.120752889,0.1,0.6,0.75,0.625,-0.125,0.5,0.166666667,4.642497283,6.687301795,6.876181041,6.896466818,0,0
779,$SPY,,0,"[3pm,24pm)",0,0,,-0.023,stocktwits,"['Moves on both sides possible', 'Stay nimble and cautious']","Greece, FOMC and much more this week. Moves on both sides possible - larger ranges though. Stay nimble and cautious. $SPY",1,Greece FOMC and much more this week Moves on both sides possible - larger ranges though Stay nimble and cautious $SPY,greec fomc and much more thi week move on both side possibl - larger rang though stay nimbl and cautiou $SPY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,-0.2,0,0.047619048,0.047619048,0,0,0,-0.533803889,0.024565774,-0.078679676,0.238095238,0.714285714,1.625,0.75,0,0.416666667,0,6.085049118,7.449854093,7.589613999,7.589613999,1,0
780,$SPY,,0,"[3pm,24pm)",0,0,,-0.223,stocktwits,"['the parties over', 'volatility is back']",$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,0,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,$spy $vxx $aapl the parti over load on $uvxy volatil is back,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.083333333,0,0,-0.36737942,0.030516919,-0.072174936,0.083333333,0.666666667,0.125,0.125,0,0.2,0,4.694367743,6.896466818,6.896466818,6.896466818,0,0
781,$VXX,,0,"[3pm,24pm)",0,0,,0.685,stocktwits,['adding to position here'],$vxx adding to position here !,0,$vxx adding to position here here !,$vxx ad to posit here here !,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.279427029,0,-0.057089475,0,0.857142857,0,0,0,0,0,5.47444218,7.589613999,7.589613999,7.589613999,0,0
782,$ISIS,,0,"[0am,9am)",0,0,Bullish,-0.044,stocktwits,['Brutal slide'],$ISIS Brutal slide.  Feels better on the way up.  Still long.,0.166666667,$ISIS Brutal slide Feels better on the way up Still long .,$ISIS brutal slide feel better on the way up still long .,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.083333333,0,0.083333333,0.083333333,0,0,-0.457753789,0.027887343,-0.208082486,0.166666667,0.75,0.375,0.375,-0.125,0.285714286,0.142857143,5.07013494,7.094605802,7.589613999,7.589613999,0,0
783,$IACI,,0,"[3pm,24pm)",0,0,,0.379,stocktwits,['Looks good on the weekly chart'],$IACI http://stks.co/tJU Looks good on the weekly chart.,0,$IACI _url Looks good on the weekly chart .,$IACI _url look good on the weekli chart .,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.111111111,0,0.111111111,0,0,0,-0.174174798,0.039236039,-0.078679676,0.111111111,0.666666667,0.75,0.75,0,0.25,0,3.840723138,6.914679221,7.427427956,7.488247722,0,0
784,$C,,0,"[3pm,24pm)",0,1,Bullish,0.394,stocktwits,['holding up relatively well compared to the broad market'],Watch these bancos.they&#39;re holding up relatively well compared to the broad market $XLF $BAC $GS $C &lt;--large C buying in $BAC in backburner,0,Watch these bancos hey are holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,watch these banco hey are hold up rel well compar to the broad market $XLF $BAC $GS $C <--larg C buy in $BAC in backburn,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.04,0,0,0,-0.907134454,0.00657394,-0.181786728,0.04,0.64,0.5,0.375,-0.125,0.3,0.1,5.386767693,6.951769546,7.167226416,7.184148891,0,0
785,$FFIV,,0,"[3pm,24pm)",0,0,,0.021,stocktwits,['covered the swing'],$FFIV covered the swing -.50,0,$FFIV covered the swing -.50,$FFIV cover the swing -.50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002421978,0.062071829,-0.037575254,0.2,0.4,0,0,0,0,0,4.775170218,7.589613999,7.589613999,,0,0
786,$TTT,,0,"[3pm,24pm)",0,0,,0.457,stocktwits,['Bullish MA Crossovers'],End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,0,End Of Day Scan: Bullish MA Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT _url,end Of day scan: bullish MA crossov $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.0625,0,0,0,0.027818144,0.073420525,-0.022074597,0.0625,0.1875,0.875,0.875,0,0.25,0,4.493801923,5.840915334,5.971025292,6.126886606,1,0
787,$GDXJ,,0,"[3pm,24pm)",0,0,,0.75,stocktwits,"['strong move today for the Junior Gold Miners', 'keep an EYE out for a gap fill']",$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,0,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill fill -,$GDX $GDXJ $JNUG - strong move today for the junior gold miner - keep an eye out for a gap fill fill -,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4,0.4,0,0.043478261,0,0.086956522,0,0,0,-0.600788873,0.069406961,-0.197979379,0.173913043,0.695652174,0.375,0.5,-0.375,0.272727273,0.090909091,5.835999151,7.237442732,7.589613999,7.589613999,1,0
788,$GOOG,1,0.083333333,"[3pm,24pm)",0,0,,-0.524,stocktwits,['Tomorrow party time for the Bears!!'],$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,0.5,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT 5 %,$SPY tomorrow parti time for the bears!! $GOOG and $MSFT 5 %,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,-0.205176112,0.061241437,-0.162826102,0.25,0.5,0,0,0,0,0,4.526723494,6.830771635,7.184148891,7.184148891,0,0
789,$SPY,,0,"[3pm,24pm)",0,1,,0.418,stocktwits,['Why The Coal & Shipping Sectors Could Rise Again'],Why The Coal &amp; Shipping Sectors Could Rise Again http://stks.co/f26xN by @KimbleCharting $KOL $SPY $STUDY,0.166666667,Why The Coal & Shipping Sectors Could Rise Again _url by $KOL $SPY $STUDY,whi the coal & ship sector could rise again _url by $KOL $SPY $STUDY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.493806657,0.138883122,-0.221230365,0.214285714,0.5,0.25,0.25,0,0.25,0,5.026365178,6.999531789,7.148188632,7.184148891,0,0
790,$YELP,0,0.066666667,"[9am,3pm)",0,0,Bearish,-0.45,stocktwits,['small businesses have called $YELP a scam for years'],"@IronLion @jameslast Not surprising they would pull something like that, considering small businesses have called $YELP a scam for years.",0,Not surprising they would pull something like that considering small businesses have called $YELP a scam for years .,not surpris they would pull someth like that consid small busi have call $YELP a scam for year .,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11E-16,0.4,-0.4,0.052631579,0.052631579,0.052631579,0.052631579,0,0,-1.769150924,0,-0.403086292,0,0.947368421,-1.125,0.25,-0.625,0.3,0.4,5.610764947,7.562582992,7.589613999,7.589613999,0,0
