,index,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,+num,-num,num%,+num%,-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_rf_1-grams,Avg_TFIDF_2-grams,Avg_rf_2-grams,Avg_TFIDF_3-grams,Avg_rf_3-grams,Avg_TFIDF_4-grams,Avg_rf_4-grams,W2V_50_Means,GloVe40_Means
649,656,$ECOM,,0.0,"[3pm,24pm)",0.0,0.0,Bullish,0.322,stocktwits,['I am excited about all these plays'],$ECOM $BNFT $CSOD $CVT I am excited about all these plays,0.0,$ECOM $BNFT $CSOD $CVT I am excited about all these plays,$ECOM $BNFT $CSOD $CVT I am excit about all these play,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6000000000000001,0.6000000000000001,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,-0.3514635665351883,0.0503079371669779,-0.14414227389108025,0.09090909090909091,0.5454545454545454,0.0,0.125,-0.125,0.3333333333333333,0.3333333333333333,5.386295490354173,1.4635609624400852,7.081983766184285,1.4673873827415236,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,17,39
650,657,$HAL,,0.0,"[3pm,24pm)",0.0,0.0,,0.511,stocktwits,['LONGS'],2013 LONGS(12/31/2012 close) $CLWR &gt;2.89 $SIRI &gt;2.89 $SWHC &gt;8.44 $GE &gt;20.99 $HAL &gt;34.69 $EBAY &gt;51.00 $PAL &gt;1.30 &gt;&gt;&gt; I&#39;m UP( +8.332% ) YOU?,0.0,2013 LONGS(12/31/2012 close) $CLWR >2.89 $SIRI >2.89 $SWHC >8.4 $GE >20.9 $HAL >34.69 $EBAY >51.0 $PAL >1.30 >>> I am UP( +8.32% ) YOU ?,2013 longs(12/31/2012 close) $CLWR >2.89 $SIRI >2.89 $SWHC >8.4 $GE >20.9 $HAL >34.69 $EBAY >51.0 $PAL >1.30 >>> I am up( +8.32% ) you ?,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1826171199224963,0.3453740225589925,-0.1377759324614215,0.12,0.16,0.125,0.125,0.125,1.0,0.0,4.517187985244404,1.741615595774136,6.526376600945963,1.9194658751695526,6.673323267171493,1.7917594692280552,6.673323267171493,1.791759469228055,25,25
651,658,$AAPL,,0.0,"[0am,9am)",0.0,0.0,,0.22699999999999998,stocktwits,['2 retailers whose stocks I own'],"$AAPL &amp; $AMZN~I shopped at just 2 stores on Black Friday: the 2 retailers whose stocks I own, of course! Luv 2 shop online in jammers =^.^=",0.0,$AAPL & $AMZN~I shopped at just 2 stores on Black Friday: the 2 retailers whose stocks I own of course! Luv 2 shop online in jammers =^ jammers =^.^=,$AAPL & $AMZN~I shop at just 2 store on black friday: the 2 retail whose stock I own of course! luv 2 shop onlin in jammer =^ jammer =^ =,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7889419417341376,0.0521071206144903,-0.16711646252854484,0.13333333333333333,0.6333333333333333,-0.375,0.0,-0.375,0.0,0.1,5.8410239483916655,1.642871810663815,7.088351051792759,1.4097831559950706,7.155769689617149,1.3862943611198906,7.184148890937483,1.3862943611198906,35,4
652,659,$KERX,,0.0,"[3pm,24pm)",0.0,1.0,,-0.16699999999999998,stocktwits,['75k just went through on the ask'],75k just went through on the ask at 3.01 $KERX,0.0,75k just went through on the ask at 3.01 $KERX,75k just went through on the ask at 3.01 $KERX,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25666043872396416,0.0,-0.10345304823195633,0.0,0.7,0.0,0.0,0.0,0.0,0.0,4.831695698836534,1.2855334403761636,7.049834257018251,1.1243040686393198,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,14,33
653,660,$GRPN,,0.0,"[3pm,24pm)",0.0,0.0,,0.37799999999999995,stocktwits,['short didnt work out'],"@KlRBY $GRPN short didnt work out, but it was only a small bet on some puts",0.0,$GRPN short did not work out but it was only a small bet on some puts,$GRPN short did not work out but it wa onli a small bet on some put,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,-0.8812538924641904,0.022212995640439992,-0.13279357829907967,0.0625,0.875,-0.875,0.125,-0.625,0.1,0.2,4.7880589749076465,1.4267119528622207,7.30210095148539,1.1325994234588048,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,23,6
654,661,$GOOG,,0.0,"[0am,9am)",0.0,1.0,Bullish,0.518,stocktwits,['breakout very likely'],$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,0.0,$GOOG breakout very likely medium target $700+ _url _url,$GOOG breakout veri like medium target $700+ _url _url,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07729568887966254,0.08061725832122346,-0.12504324960210367,0.2222222222222222,0.3333333333333333,0.5,0.5,0.0,0.2,0.0,5.726909684551436,1.7405304543804716,7.035741359013574,1.2070435496916347,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,23,13
655,662,$NFLX,,0.0,"[3pm,24pm)",0.0,0.0,,0.43200000000000005,stocktwits,['my buddy bet the bank'],$NFLX my buddy bet the bank on NFLX made $350000,0.3333333333333333,$NFLX my buddy bet the bank on NFLX made $350000,$NFLX my buddi bet the bank on nflx made $350000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3920143934675804,0.006573939519756378,-0.17486679122552073,0.2,0.5,0.125,0.125,0.0,0.3333333333333333,0.0,5.554731641739658,1.3671205158571151,7.5316904121730515,1.0986122886681098,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,23,33
656,663,$DJIA,,0.0,"[3pm,24pm)",0.0,0.0,,-0.5589999999999999,stocktwits,['all going down'],$RIMM $spx $nya $compq $djia all going down,0.0,$RIMM $spx $nya $compq $djia all going down,$RIMM $spx $nya $compq $djia all go down,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09196595391322415,0.0,-0.03383848868590411,0.0,0.375,-0.125,0.0,-0.125,0.0,0.5,4.436556944703525,1.356930531892959,6.673323267171493,1.791759469228055,6.673323267171493,1.791759469228055,,,26,21
657,664,$SU,,0.0,"[3pm,24pm)",0.0,1.0,,-0.826,stocktwits,['5 Toxic Stocks Raising Red Flags to Sell'],5 Toxic Stocks Raising Red Flags to Sell This Week $SU http://stks.co/d1xaD,0.0,5 Toxic Stocks Raising Red Flags to Sell This Week $SU _url,5 toxic stock rais red flag to sell thi week $SU _url,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,-0.2676631374991354,0.04435679191751429,-0.156321361843471,0.25,0.5833333333333334,-0.625,0.0,-0.375,0.0,0.2857142857142857,4.892329629240403,1.3923145196449067,7.188026154920885,1.0986122886681098,7.538930860532128,1.0986122886681098,7.589613999045647,1.0986122886681098,9,21
658,665,$BBRY,,0.0,"[3pm,24pm)",0.0,0.0,Bullish,0.322,stocktwits,['high risk but could be a sweet ST runner once the jigginess exits'],$BBRY = high risk but could be a sweet ST runner once the jigginess exits. 13 to 13.50+,0.0,$BBRY = high risk but could be a sweet ST runner once the jigines exits 13 to 50 +,$BBRY = high risk but could be a sweet ST runner onc the jigin exit 13 to 50 +,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.1102230246251565e-16,0.3999999999999999,-0.4,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,-0.3414988582105055,0.13486955920005528,-0.12739602795654292,0.21052631578947367,0.6842105263157895,-0.5,0.125,-0.25,0.14285714285714285,0.42857142857142855,5.553121638374658,1.367716114279501,7.3879166549914475,1.1749698496576224,7.58961399904565,1.0986122886681096,7.589613999045649,1.0986122886681096,6,16
659,666,$CLWR,1.0,0.016666666666666666,"[3pm,24pm)",0.0,0.0,,0.192,stocktwits,['is waking up'],$CLWR is waking up,0.0,$CLWR is waking up,$CLWR is wake up,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004221161165317122,0.07757248633312575,-0.040896823749221545,0.25,0.5,0.125,0.125,0.0,0.3333333333333333,0.0,4.614229936119428,1.3928455511474829,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,,,24,23
660,667,$XEL,,0.0,"[0am,9am)",0.0,0.0,Bearish,-0.382,stocktwits,['Not Time To Buy'],"No, It’s Not Time To Buy Energy Stocks Yet! http://stks.co/e1Kqd $WTIC $XEL $USO $OIH",0.0,No it is Not Time To Buy Energy Stocks Yet! _url $WTIC $XEL $USO $OIH,No it is not time To buy energi stock yet! _url $WTIC $XEL $USO $OIH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,-0.5973981039374442,0.024565773994879248,-0.2014393467580099,0.06666666666666667,0.5333333333333333,0.0,0.5,-0.625,0.3333333333333333,0.16666666666666666,3.972193459921304,1.460860076982759,6.491698577309147,1.3839954092974207,7.07516786282507,1.3862943611198906,7.184148890937483,1.3862943611198906,9,21
661,668,$IWM,,0.0,"[3pm,24pm)",0.0,1.0,,0.256,stocktwits,['trying to lead higher here'],$IWM and $QQQ trying to lead higher here... gonna be tough,0.0,$IWM and $QQQ trying to lead higher here going to be tough,$IWM and $QQQ tri to lead higher here go to be tough,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,-0.6016192651027613,0.015569856757317702,-0.17279081032454502,0.08333333333333333,0.75,-0.75,0.125,-0.75,0.14285714285714285,0.2857142857142857,4.998381450959559,1.6592921710303503,6.6337625709090045,1.4516039905534595,7.097505493367491,1.4369774996334113,7.184148890937484,1.3862943611198906,23,9
662,669,$XOM,,0.0,"[3pm,24pm)",0.0,1.0,,0.612,stocktwits,['Multi-year stock breakouts'],Multi-year stock breakouts $WFC $XOM $WMT $DIS http://stks.co/cBGj,0.0,Multi-year stock breakouts $WFC $XOM $WMT $DIS _url,multi-year stock breakout $WFC $XOM $WMT $DIS _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21216524807971793,0.0,-0.12739602795654292,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.888645569930184,1.3147069543153902,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,4,39
663,670,$MITK,,0.0,"[9am,3pm)",0.0,0.0,,-0.26,stocktwits,['fast 56pc dive'],$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,0.0,$SPY $MITK fast 56pc dive _url _url $$,$SPY $MITK fast 56pc dive _url _url $$,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.28454778216040455,0.0,-0.14691024842571454,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.07562934536728,1.873763185594484,6.617023755017556,1.3154748107151597,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,26,25
664,671,$AMZN,0.0,0.03333333333333333,"[0am,9am)",0.0,0.0,,-0.44799999999999995,stocktwits,['Fast Money says short ahead of Black Friday'],@AdvidInvestor $AMZN Fast Money says short ahead of Black Friday...seriously?!?,0.0,$AMZN Fast Money says short ahead of Black Friday seriously ?!?,$AMZN fast money say short ahead of black friday serious ?!?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,-0.42495329042972907,0.05238391806795373,-0.21029686526883962,0.18181818181818182,0.6363636363636364,-0.125,0.25,-0.375,0.125,0.125,5.522461334094782,1.5210362910047808,7.301790862421392,1.213148630152379,7.589613999045647,1.0986122886681098,7.589613999045647,1.0986122886681098,23,38
665,672,$GDX,1.0,0.18333333333333332,"[3pm,24pm)",0.0,0.0,,0.19,stocktwits,['Could offer support revisit to jump on long bus?'],$FCX $GDX watching China ppi cpi reporting tonight. Commods super sensitive to china still. Could offer support revisit to jump on long bus?,0.0,$FCX $GDX watching China pi cpi reporting tonight Comods super sensitive to china still Could offer support revisit to jump on long bus ?,$FCX $GDX watch china pi cpi report tonight comod super sensit to china still could offer support revisit to jump on long bu ?,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1.0,0.6000000000000001,0.0,0.08333333333333333,0.0,0.125,0.0,0.0,0.0,-0.7538578645076476,0.13832952736834803,-0.18095633520171628,0.25,0.5833333333333334,0.0,0.125,-0.125,0.07692307692307693,0.07692307692307693,6.439476752516396,1.3735479900319292,7.528794232829422,1.09861228866811,7.589613999045646,1.09861228866811,7.589613999045647,1.09861228866811,6,16
666,673,$SPY,,0.0,"[3pm,24pm)",0.0,0.0,,-0.402,stocktwits,"['Big Drop in Hedge Fund Exposure to Market', ""Even sharks don't trust this market""]",FMMF: Big Drop in Hedge Fund Exposure to Market in Q3 http://stks.co/1LOh &gt; Can you blame them? Even sharks don&#39;t trust this market $SPY,0.0,FMF: Big Drop in Hedge Fund Exposure to Market in Q3 _url > Can you blame them? Even sharks do not trust this market $SPY,fmf: big drop in hedg fund exposur to market in Q3 _url > can you blame them? even shark do not trust thi market $SPY,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.20000000000000007,0.19999999999999996,-0.4,0.08,0.08,0.04,0.08,0.0,0.0,-1.4109058196664601,0.10428344059234651,-0.25126288838142685,0.08,0.76,-0.375,0.375,-0.625,0.23076923076923078,0.23076923076923078,5.556136502665725,1.3976725980940674,7.369611199117941,1.1646263058642954,7.589613999045646,1.09861228866811,7.589613999045646,1.09861228866811,35,6
667,674,$AAPL,,0.0,"[3pm,24pm)",0.0,1.0,,-0.46399999999999997,stocktwits,['short some'],$AAPL short some 592.49,0.0,$AAPL short some 592.49,$AAPL short some 592.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16974603833644764,0.0,-0.07854127742024786,0.0,0.75,0.0,0.0,0.0,0.0,0.0,4.252333303138435,1.5505139260192549,7.589613999045648,1.0986122886681098,,,,,26,21
668,675,$QCOR,,0.0,"[9am,3pm)",0.0,0.0,Bullish,0.705,stocktwits,"['2nd raise this year.', 'ncreases Quarterly Cash Dividend 20 Percent']",2nd raise this year.  &quot;@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan&quot;,0.3333333333333333,2nd raise this year $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent _url,2nd rais thi year $QCOR questcor increas quarterli cash dividend 20 percent _url,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5039097640301715,0.024565773994879248,-0.10746661130717605,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,5.678549082378333,1.413647658769864,7.487803917726298,1.1553706913087753,7.589613999045648,1.0986122886681098,7.589613999045647,1.0986122886681098,28,39
669,676,$AHT,,0.0,"[3pm,24pm)",0.0,0.0,,-0.516,stocktwits,['Stochastic Overbought'],End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0.0,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,end Of day scan: stochast overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030101723064147712,0.07342052453117431,-0.0220745969137085,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,4.297301998693763,1.7371341977049963,5.400186982911624,2.067583278371178,5.481971836453977,2.1956766629173847,5.554535114005652,2.387816739736694,43,34
670,677,$SPY,,0.0,"[9am,3pm)",0.0,0.0,,-0.528,stocktwits,['running into cloud bottom'],"RT @NoDoji $SPY running into cloud bottom, 5 min Ichimoku http://stks.co/bm0",0.0,$SPY running into cloud bottom 5 minute Ichimoku _url,$SPY run into cloud bottom 5 minut ichimoku _url,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,-0.020275413466196657,0.24807971766659742,-0.10815860494083462,0.1111111111111111,0.6666666666666666,-0.125,0.0,-0.125,0.0,0.3333333333333333,5.5179143648876465,1.2337583817580573,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,23,33
671,678,$AAPL,0.0,0.05,"[3pm,24pm)",0.0,0.0,,-0.441,stocktwits,['next Q will be a good short'],@PaulCloutier @SmithMatt5 $AAPL doesn&#39;t know its got new products in Sept. Thats why next Q will be a good short bulls expect a new release,0.0,$AAPL does not know its got new products in Sept that is why next Q will be a good short bulls expect a new release,$AAPL doe not know it got new product in sept that is whi next Q will be a good short bull expect a new releas,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6000000000000001,0.6000000000000001,0.0,0.04,0.0,0.04,0.0,0.0,0.0,-1.0200678153761,0.0984706940696145,-0.22123036468064494,0.2,0.8,1.375,0.75,-0.625,0.4117647058823529,0.058823529411764705,5.250725887744855,1.3900810917393156,7.220104927634327,1.1421213963791497,7.589613999045646,1.09861228866811,7.589613999045647,1.09861228866811,6,6
672,679,$WLB,,0.0,"[0am,9am)",0.0,0.0,,0.293,stocktwits,['ready to pop!'],"$WLB closed at 28.55 producing a Bullish MACD Xover, if can clear R at 31.58, could see 36.14, use S at 28.26 as Stop",0.0,$WLB closed at 28.55 producing a Bullish MACD Xover if can clear R at 31.58 could see 36.14 use S at 28.26 as Stop,$WLB close at 28.55 produc a bullish macd xover if can clear R at 31.58 could see 36.14 use S at 28.26 a stop,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.19999999999999996,-0.19999999999999996,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,-0.7279081032454511,0.06442460729361277,-0.13431596429312853,0.08333333333333333,0.5416666666666666,0.5,0.5,0.0,0.1111111111111111,0.0,6.002076424739258,1.7373229688266112,7.562582991838439,1.0986122886681096,7.589613999045651,1.0986122886681096,7.58961399904565,1.0986122886681096,18,6
673,680,$SPY,1.0,0.08333333333333333,"[3pm,24pm)",0.0,0.0,,-0.48200000000000004,stocktwits,['The Baltic Dry Index has only been lower than this 8 days in 30 years'],$SPY $BDI The Baltic Dry Index has only been lower than this 8 days in 30 years...  http://stks.co/b1dmq,0.0,$SPY $BDI The Baltic Dry Index has only been lower than this 8 days in 30 years _url,$SPY $BDI the baltic dri index ha onli been lower than thi 8 day in 30 year _url,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6828593176942782,0.15133900768112918,-0.13569995156044568,0.1111111111111111,0.7777777777777778,0.125,0.25,-0.25,0.2222222222222222,0.1111111111111111,4.978222330156802,1.2654094918179166,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,40,38
674,681,$AMZN,,0.0,"[3pm,24pm)",0.0,0.0,,0.434,stocktwits,"[""Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family""]",Amazon declares &#39;best ever&#39; Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,0.0,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family _url via Engadget $AMZN,amazon declar 'best ever' black friday and cyber monday for kindl famili _url via engadget $AMZN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004636357345511155,0.1766659746730328,-0.21998477614005962,0.375,0.3125,-0.25,0.125,-0.375,0.16666666666666666,0.16666666666666666,5.806673390295511,1.3793966357531136,7.371302792233477,1.1591335644100524,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,35,39
675,682,$EGHT,,0.0,"[9am,3pm)",0.0,0.0,,0.308,stocktwits,['giddy up!'],$EGHT hearing new CEO thinks company could be the CRM of VOIP...giddy up!,0.0,$EGHT hearing new CEO thinks company could be the CRM of VOIP idy up !,$EGHT hear new ceo think compani could be the crm of voip idi up !,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2730606878416727,0.12047609161995698,-0.16075012109888587,0.13333333333333333,0.6666666666666666,0.5,0.375,0.0,0.2857142857142857,0.0,5.40179337792786,1.5396789828937574,7.311559094001935,1.1749698496576224,7.58961399904565,1.0986122886681096,7.589613999045649,1.0986122886681096,6,38
676,683,$RGR,1.0,0.016666666666666666,"[9am,3pm)",0.0,0.0,Bullish,0.298,stocktwits,"['Holy green day batman', 'luv it when a plan comes together']","$FSLR, $WPRT, $ANR, $RGR Holy green day batman.  luv it when a plan comes together. tks again to @MoonRock for half my picks these days.",0.3333333333333333,$FSLR $WPRT $ANR $RGR Holy green day batman love it when a plan comes together thanks again to for half my picks these days .,$FSLR $WPRT $ANR $RGR holi green day batman love it when a plan come togeth thank again to for half my pick these day .,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,0.6000000000000001,0.0,0.08,0.0,0.08,0.0,0.0,0.0,-0.3589370977787014,0.10151546605771222,-0.14414227389108025,0.32,0.52,0.5,0.5,-0.125,0.16666666666666666,0.08333333333333333,5.688157481052166,1.3773600162143103,7.544562320366962,1.1145946260265422,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,6,16
677,684,$ATHN,,0.0,"[0am,9am)",0.0,0.0,Bearish,-0.33799999999999997,stocktwits,['Seems like a good short setup'],$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0.0,$ATHN Seems like a good short setup Stop above the 50 day No position .,$ATHN seem like a good short setup stop abov the 50 day No posit .,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6000000000000001,0.6000000000000001,-0.19999999999999996,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,-0.5239775794062703,0.07342052453117431,-0.12781122413673807,0.13333333333333333,0.8,0.75,0.75,0.0,0.14285714285714285,0.0,4.691195232326799,1.4491489671923925,7.11985045767963,1.1864673290572405,7.589613999045649,1.0986122886681098,7.589613999045648,1.0986122886681098,23,33
678,685,$FXY,,0.0,"[3pm,24pm)",0.0,1.0,,0.316,stocktwits,['EPS growth is around 12% so far'],"JAPAN EARNINGS: Of the 12% of Topix companies that have reported, the yoy EPS growth is around 12% so far. $ewj $FXI $study $FXY $DXJ",0.16666666666666666,JAPAN EARNINGS: Of the 12% of Topix companies that have reported the yoy EPS growth is around 12% so far $ewj $FXI $study $FXY $DXJ,japan earnings: Of the 12% of topix compani that have report the yoy ep growth is around 12% so far $ewj $FXI $study $FXY $DXJ,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.3999999999999999,0.3999999999999999,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.7434779600027694,0.08061725832122346,-0.2630267801536227,0.12,0.6,0.375,0.25,0.0,0.25,0.0,5.319962667179061,1.7459405392431735,6.508596236631191,1.8189625303740418,6.673323267171493,1.791759469228055,6.673323267171495,1.7917594692280547,30,12
